id,violcount
10_32_75,4.5
10_32_76,3
10_32_77,6.0
10_32_78,2.5
10_32_79,2
10_32_8,8
10_32_80,3.0
10_32_81,0
10_32_82,1
10_32_83,3
10_32_84,0.5
10_32_85,2.0
10_32_86,0.5
10_32_87,0
10_32_88,3
10_32_89,1.5
10_32_9,0.5
10_32_90,3
10_32_91,2.5
10_32_92,1.5
10_32_93,4.0
10_32_94,7.0
10_32_95,4.5
10_32_96,10.5
10_32_97,7
10_33_0,3
10_34_0,1
10_34_1,8
10_34_2,4
10_34_3,1
10_34_4,4.0
10_34_5,5.5
10_35_0,3.0
10_36_0,1.5
10_36_1,1.5
10_36_2,3.5
10_36_3,2
10_36_4,0.5
10_37_0,4.5
10_37_1,6.5
10_37_2,7.5
10_37_3,0
10_37_4,1
10_38_0,0.5
10_38_1,1
10_38_10,1.5
10_38_11,5
10_38_12,2.5
10_38_13,3.5
10_38_14,0
10_38_15,3.0
10_38_16,2.5
10_38_17,7.0
10_38_18,1.0
10_38_19,3.0
10_38_2,1
10_38_20,2.0
10_38_21,0
10_38_22,3.0
10_38_23,3
10_38_24,5.0
10_38_25,4.5
10_38_26,3
10_38_27,4.0
10_38_28,2.5
10_38_29,5.0
10_38_3,4
10_38_30,2.5
10_38_31,0
10_38_32,2.0
10_38_33,5.0
10_38_34,2
10_38_35,1
10_38_36,3.0
10_38_37,2
10_38_38,3.5
10_38_39,4.5
10_38_4,4.5
10_38_40,5
10_38_41,3.0
10_38_42,5.5
10_38_5,0.5
10_38_6,2
10_38_7,0
10_38_8,0
10_38_9,4
10_39_0,4.5
10_39_1,0
10_39_2,11.0
10_39_3,3.0
10_40_0,5.0
10_40_1,10
10_40_2,9.5
10_41_0,4.5
10_41_1,13.5
11_01_0,0
11_01_1,3
11_01_10,0.5
11_01_11,1
11_01_12,1
11_01_13,8
11_01_14,1.5
11_01_15,4.0
11_01_16,0
11_01_2,2
11_01_3,0
11_01_4,2
11_01_5,0
11_01_6,1.5
11_01_7,0
11_01_8,1
11_01_9,2.0
11_02_0,1
11_02_1,5.5
11_03_0,1.5
11_03_1,0
11_03_2,0
11_03_3,4.5
11_04_0,0
11_05_0,1.5
11_06_0,0
11_07_0,1.0
11_08_0,1
11_08_1,0
11_08_2,3.5
11_08_3,2.5
11_09_0,0.5
11_09_1,0
11_09_2,2.0
11_10_0,0
11_10_1,5.0
11_10_2,3.5
11_10_3,0.5
11_10_4,7.0
11_11_0,0
11_11_1,0.5
11_11_2,1
11_11_3,0.5
11_12_0,3.5
11_12_1,4
11_12_10,6.0
11_12_11,4
11_12_12,4.5
11_12_13,3.5
11_12_14,8.0
11_12_15,6.5
11_12_16,12.5
11_12_17,14.5
11_12_18,9.5
11_12_19,4.5
11_12_2,1.0
11_12_20,15.5
11_12_21,8.0
11_12_22,1.5
11_12_23,24.0
11_12_3,2.0
11_12_4,0
11_12_5,9.0
11_12_6,8.5
11_12_7,16.5
11_12_8,5.5
11_12_9,5.5
11_13_0,4
11_13_1,13.0
11_13_2,13.5
11_13_3,12.0
11_13_4,12.0
11_13_5,17.0
11_13_6,5.0
11_13_7,7.5
11_14_0,0
11_15_0,0
11_15_1,0
11_15_10,0
11_15_11,1
11_15_12,0
11_15_13,0
11_15_2,0
11_15_3,1.5
11_15_4,1
11_15_5,0
11_15_6,1
11_15_7,1
11_15_8,0.5
11_15_9,0
11_16_0,0
11_16_1,0.5
11_16_2,0
11_16_3,1
11_16_4,1.0
11_16_5,0.5
11_17_0,0
11_18_0,6.5
11_18_1,6.0
11_18_2,4
11_19_0,0.5
11_19_1,2
11_19_2,1
11_19_3,0
11_19_4,3
11_19_5,2.0
11_20_0,5.5
11_20_1,2
11_20_10,1.5
11_20_11,2
11_20_12,1.5
11_20_13,2.5
11_20_14,2.5
11_20_15,1.5
11_20_16,3.5
11_20_17,3.0
11_20_18,2
11_20_19,2.5
11_20_2,0.5
11_20_20,0.5
11_20_21,4.0
11_20_22,3.0
11_20_23,1.0
11_20_24,2.5
11_20_25,1.5
11_20_26,3.0
11_20_27,1
11_20_28,11.0
11_20_29,0.5
11_20_3,0
11_20_30,1
11_20_31,1
11_20_32,1.0
11_20_33,0.5
11_20_34,3.5
11_20_35,0
11_20_4,4.0
11_20_5,2.5
11_20_6,2.0
11_20_7,2
11_20_8,6.0
11_20_9,6.5
11_21_0,0
11_22_0,0
11_23_0,3.0
11_23_1,3.5
11_23_10,8.5
11_23_11,2
11_23_12,6.0
11_23_13,0.5
11_23_14,0
11_23_2,3.5
11_23_3,3.0
11_23_4,2.5
11_23_5,9.5
11_23_6,1.5
11_23_7,3.0
11_23_8,3.0
11_23_9,1.5
11_24_0,2
11_25_0,1
11_25_1,3.0
11_25_10,8.5
11_25_11,14.5
11_25_12,1
11_25_13,1
11_25_14,1
11_25_15,3.5
11_25_16,2.0
11_25_17,0
11_25_2,1.5
11_25_3,0.5
11_25_4,0
11_25_5,5.0
11_25_6,0
11_25_7,2.0
11_25_8,1
11_25_9,4.5
11_26_0,2.0
11_26_1,0.5
11_26_2,5
11_26_3,2.5
11_26_4,1
11_26_5,4.5
11_26_6,0
11_26_7,2.0
11_26_8,0
11_26_9,2.0
11_27_0,1.5
11_27_1,1
11_27_10,1.5
11_27_11,5.0
11_27_12,0.5
11_27_13,0
11_27_14,0.5
11_27_15,2.0
11_27_16,1.5
11_27_17,2.0
11_27_18,1.5
11_27_19,1
11_27_2,4.5
11_27_20,0.5
11_27_21,1.5
11_27_22,2
11_27_23,3.0
11_27_24,0
11_27_25,1
11_27_26,7.0
11_27_27,7.0
11_27_28,6.0
11_27_29,8.0
11_27_3,0.5
11_27_30,4.0
11_27_31,0
11_27_32,4.0
11_27_33,0.5
11_27_34,0
11_27_35,0
11_27_4,0
11_27_5,1.5
11_27_6,0.5
11_27_7,4
11_27_8,0.5
11_27_9,2.0
11_28_0,3.5
11_28_1,4.0
11_28_10,1
11_28_11,1.0
11_28_12,2.0
11_28_13,0
11_28_14,1
11_28_15,14.0
11_28_16,10.0
11_28_17,0
11_28_18,8.5
11_28_19,8.0
11_28_2,1.0
11_28_20,16.5
11_28_21,5
11_28_22,2.5
11_28_23,6.5
11_28_24,3.5
11_28_25,7
11_28_26,1
11_28_27,1.5
11_28_28,0
11_28_3,0
11_28_4,10.5
11_28_5,4.5
11_28_6,0.5
11_28_7,0.5
11_28_8,2
11_28_9,3.0
11_29_0,9.0
11_29_1,9.5
11_29_10,1
11_29_11,4.5
11_29_12,2.0
11_29_13,5.5
11_29_14,4.5
11_29_15,2.5
11_29_16,1.5
11_29_17,1.5
11_29_18,7
11_29_19,3
11_29_2,8.0
11_29_20,10
11_29_21,8.5
11_29_22,10
11_29_23,11.0
11_29_24,13.0
11_29_25,1
11_29_26,5.5
11_29_27,1.0
11_29_28,5.0
11_29_29,1.0
11_29_3,2.5
11_29_30,1.0
11_29_31,0
11_29_32,1
11_29_33,2.5
11_29_34,1.0
11_29_35,2
11_29_36,4
11_29_37,1.5
11_29_38,0.5
11_29_39,2
11_29_4,6
11_29_40,11
11_29_41,4.5
11_29_42,4.5
11_29_43,7.0
11_29_44,5.0
11_29_45,1
11_29_46,1.5
11_29_47,3.0
11_29_48,6.5
11_29_49,4.0
11_29_5,4.5
11_29_50,5
11_29_51,0
11_29_52,2
11_29_53,5.0
11_29_54,2.0
11_29_55,0
11_29_56,5.5
11_29_57,20.0
11_29_58,15.0
11_29_59,11.5
11_29_6,5
11_29_60,7.0
11_29_61,2
11_29_62,2.0
11_29_63,2.0
11_29_64,0
11_29_65,2
11_29_66,11.5
11_29_67,10
11_29_68,13.0
11_29_69,0.5
11_29_7,5.5
11_29_70,0
11_29_71,1.5
11_29_72,5.0
11_29_73,8.5
11_29_74,0
11_29_8,3.5
11_29_9,2.5
11_30_0,3.0
11_30_1,0
11_30_10,3.5
11_30_11,2.5
11_30_12,6.0
11_30_13,0.5
11_30_14,8.0
11_30_15,1.5
11_30_16,3
11_30_17,5.5
11_30_18,6.5
11_30_19,9
11_30_2,6.5
11_30_20,3.0
11_30_21,8.0
11_30_22,7.5
11_30_23,4.0
11_30_24,0.5
11_30_25,3.5
11_30_26,9.0
11_30_27,12.0
11_30_28,1.5
11_30_29,1.5
11_30_3,9.0
11_30_30,6.0
11_30_31,0
11_30_32,10.5
11_30_33,20.0
11_30_34,9.5
11_30_35,5.0
11_30_36,3.5
11_30_37,6.0
11_30_38,0
11_30_39,2
11_30_4,3.5
11_30_40,2.5
11_30_41,11.0
11_30_42,13.5
11_30_43,4.5
11_30_44,6.0
11_30_45,3.5
11_30_46,0.5
11_30_47,3
11_30_48,0
11_30_49,2.5
11_30_5,1
11_30_50,5.0
11_30_51,2.5
11_30_52,5
11_30_53,3
11_30_54,6.5
11_30_55,5.0
11_30_56,5.0
11_30_57,0
11_30_58,5.0
11_30_59,1.5
11_30_6,7.5
11_30_60,7.5
11_30_61,10.0
11_30_62,5.5
11_30_63,0
11_30_64,0
11_30_65,1.0
11_30_66,2.0
11_30_67,1.5
11_30_68,1
11_30_69,1.0
11_30_7,7
11_30_8,4.5
11_30_9,1
11_31_0,0
11_31_1,0
11_31_10,0
11_31_11,0
11_31_12,0
11_31_13,0
11_31_14,0
11_31_15,0
11_31_16,0
11_31_17,0
11_31_18,0
11_31_19,0
11_31_2,0
11_31_20,0
11_31_21,0
11_31_22,1
11_31_23,0
11_31_24,1.0
11_31_25,0
11_31_26,0
11_31_27,0
11_31_28,0
11_31_3,0
11_31_4,0
11_31_5,2
11_31_6,0
11_31_7,0
11_31_8,0
11_31_9,0
11_32_0,8.5
11_33_0,13.0
11_33_1,9.5
11_33_2,5
11_34_0,0.5
11_34_1,3.0
11_34_2,4.5
11_34_3,0
11_35_0,4.5
11_35_1,0
11_35_2,1.0
11_35_3,4
11_36_0,0
11_36_1,3
11_36_2,0
11_36_3,0.5
11_36_4,1.0
11_36_5,1
11_36_6,4
11_36_7,2
11_37_0,0.5
11_37_1,1
11_37_10,1.5
11_37_11,6.5
11_37_12,0.5
11_37_13,1.0
11_37_14,5
11_37_15,6
11_37_16,10.5
11_37_17,1.5
11_37_18,1
11_37_19,8.5
11_37_2,1
11_37_20,12.5
11_37_21,8.0
11_37_22,2.0
11_37_23,1.5
11_37_3,2.5
11_37_4,1.0
11_37_5,1.0
11_37_6,0.5
11_37_7,1
11_37_8,2.5
11_37_9,3.0
11_38_0,0.5
11_38_1,0
11_39_0,7
11_39_1,5
11_39_10,13.5
11_39_11,8.5
11_39_12,14.5
11_39_13,6
11_39_14,3
11_39_15,2.5
11_39_16,4.0
11_39_17,6
11_39_18,12.0
11_39_19,9.0
11_39_2,6.5
11_39_3,12.0
11_39_4,6
11_39_5,2.0
11_39_6,1
11_39_7,0
11_39_8,1
11_39_9,17.5
11_40_0,1
11_41_0,0.5
11_41_1,2.5
11_41_2,12.0
11_41_3,7.0
11_41_4,4.0
11_42_0,0.5
11_43_0,0
11_43_1,0
11_43_2,0
11_43_3,1.5
11_43_4,4.0
11_43_5,4.5
